	GM1	PN1	GM2	A1	A1	GM2	GM3	PN1	GM1	PN1	GM1	GM2	GM2	PN1	PN1	GM1	GM2	GM1	GM3	
330	1	 	3	4	 	6	 	 	9	 	 	12	13	 	 	 	 	18	 	
331	1	 	3	4	 	6	 	 	9	 	 	12	13	 	 	 	 	18	 	
332	1	 	3	4	 	6	7	 	9	 	 	 	13	 	 	 	 	18	 	
333	1	 	3	 	5	6	7	 	9	 	 	 	13	 	 	 	 	18	 	
334	1	 	3	 	5	6	7	 	9	 	 	 	13	 	 	 	 	18	 	
335	1	 	3	 	5	6	7	 	9	 	 	 	13	 	 	 	 	18	 	
336	1	 	 	 	5	6	7	 	 	 	11	12	13	 	 	 	 	18	 	
337	1	 	 	 	5	6	7	 	 	 	11	12	13	 	 	 	 	18	 	
338	1	 	 	 	5	6	7	 	 	 	11	12	13	 	 	 	 	18	 	
339	1	 	3	 	5	6	7	 	 	 	11	12	13	 	 	 	 	 	 	
340	1	 	3	 	5	6	7	 	 	 	11	12	13	 	 	 	 	 	 	
341	1	 	3	 	5	6	 	 	 	 	11	12	13	 	 	 	 	18	 	
342	1	 	3	 	5	6	 	 	 	 	11	12	13	 	 	 	 	18	 	
343	1	 	3	 	5	6	7	 	 	 	11	12	 	 	 	 	 	18	 	
344	1	 	3	 	5	6	7	 	 	 	11	12	 	 	 	 	 	18	 	
345	1	 	3	 	5	6	7	 	 	 	11	12	 	 	 	 	 	18	 	
346	1	 	3	 	5	6	7	 	 	 	11	12	 	 	 	 	 	18	 	
347	1	 	3	 	5	6	7	 	 	 	11	12	 	 	 	 	 	18	 	
348	1	 	 	 	5	6	7	 	 	 	11	12	13	 	 	 	 	18	 	
349	1	 	 	 	5	6	7	 	 	 	11	12	13	 	 	 	 	18	 	
350	1	 	 	 	5	6	7	 	9	 	11	12	13	 	 	 	 	 	 	
351	1	 	 	 	 	6	7	 	9	 	11	12	13	 	 	 	 	 	19	
352	1	 	 	 	 	6	7	 	9	 	11	12	13	 	 	 	 	 	19	
353	1	 	 	 	 	6	7	 	9	 	11	12	13	 	 	 	 	 	19	
354	1	 	 	 	 	6	7	 	9	 	11	12	13	 	 	 	 	 	19	
355	1	 	 	 	 	6	7	 	9	 	11	12	13	 	 	 	 	 	19	
356	1	 	 	 	 	6	7	 	9	 	11	12	13	 	 	 	 	 	19	
357	1	 	 	 	 	6	7	 	9	 	11	12	 	 	 	 	17	 	19	
358	1	 	 	 	 	6	7	 	9	 	11	12	 	 	 	 	17	 	19	
359	1	 	 	 	 	6	7	 	 	 	11	12	 	 	 	 	17	 	19	
360	 	 	 	 	 	6	7	 	 	 	11	12	 	 	 	 	17	 	19	
361	 	 	 	 	 	6	7	 	 	 	11	12	 	 	 	 	17	 	19	
362	 	 	 	 	 	6	7	 	 	 	11	12	 	 	 	 	17	 	19	
363	 	 	 	 	 	6	7	 	 	 	11	12	 	 	 	 	17	 	19	
364	 	 	 	 	 	6	 	 	9	 	11	12	 	 	 	 	17	 	19	
365	 	 	 	 	 	6	 	 	9	 	11	12	 	 	 	 	17	 	19	
366	 	 	 	 	 	6	 	 	9	 	 	12	 	 	 	 	17	 	19	
367	 	 	 	 	 	6	 	 	9	 	 	12	 	 	 	 	17	 	19	
368	 	 	 	 	 	6	 	 	9	 	 	12	 	 	 	 	17	 	19	
369	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
370	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
371	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
372	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
373	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
374	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
375	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
376	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
377	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	 	17	 	 	
378	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
379	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
380	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
381	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
382	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
383	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
384	 	 	 	 	 	6	7	 	9	 	 	12	 	 	 	16	17	 	19	
385	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	16	17	 	19	
386	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	16	17	 	19	
387	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
388	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
389	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
390	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
391	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
392	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
393	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
394	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
395	 	 	 	 	 	 	7	 	9	 	 	 	13	 	 	16	17	 	19	
396	 	 	 	 	 	6	 	 	 	 	 	12	13	 	 	16	17	 	19	
397	 	 	 	 	 	6	 	 	 	 	 	12	13	 	 	16	17	 	19	
398	 	 	 	 	 	6	 	 	 	 	 	12	13	 	 	16	17	 	19	
399	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	 	 	 	19	
400	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	 	 	 	19	
401	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	 	 	 	19	
402	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	 	 	 	19	
403	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	 	 	 	19	
404	 	 	 	 	 	6	7	 	 	 	 	12	13	 	 	 	 	 	19	
405	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
406	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
407	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
408	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
409	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
410	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
411	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
412	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
413	 	 	 	 	 	6	7	 	 	 	 	 	13	 	 	 	17	 	19	
414	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
415	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
416	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
417	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
418	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
419	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
420	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
421	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
422	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	16	17	 	19	
423	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
424	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
425	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
426	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
427	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
428	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
429	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
430	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
431	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
432	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
433	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
434	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
435	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
436	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
437	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
438	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
439	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
440	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
441	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
442	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
443	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
444	 	 	 	 	 	 	7	 	 	 	 	 	13	 	 	 	 	 	19	
445	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
446	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
447	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
448	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
449	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
450	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
451	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
452	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
453	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
454	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
455	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
456	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
457	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
458	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
459	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
460	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
461	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
462	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
463	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
464	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
465	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
466	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
467	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	19	
468	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
469	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
470	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
471	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
472	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
473	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
474	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
475	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
476	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
477	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
478	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
479	 	 	 	 	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	
